Salary Date,Salary Month,Salary ID,Salary Status,Employee ID,Employee Name,Gender,Generation,Joining,Termination,Term Category,Term Reason,Term Sub Reason,Employee Grade,Location,Career Bucket,Age Bucket,Manager ID,Manager Name,Performance,Talent,Department,active_months
2014-02-15,2014-02,100565_2014-02,Inactive,100565,Name_100565,Male,Millennials,2010-10-01,2014-01-27,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,26 To 30,100568,Name_100568,E,,BR,39.0
2014-02-15,2014-02,100971_2014-02,Inactive,100971,Name_100971,Male,Millennials,2013-04-01,2014-02-12,VOLUNTARY,Voluntary Termination,Family Problems,Mid,Bengaluru,Above 35,36 T0 40,100599,Name_100599,E,,AI,10.0
2014-02-15,2014-02,100967_2014-02,Inactive,100967,Name_100967,Female,Millennials,2013-03-01,2014-02-07,VOLUNTARY,Voluntary Termination,Family Problems,Mid,Bengaluru,Above 35,36 T0 40,100745,Name_100745,E,,AI,11.0
2014-02-15,2014-02,100865_2014-02,Inactive,100865,Name_100865,Female,Gen X,2005-11-01,2014-01-16,VOLUNTARY,Voluntary Termination,Relocated to Other Branch,Junior,Bengaluru,Above 35,36 T0 40,100743,Name_100743,E,,AI,98.0
2014-02-15,2014-02,101182_2014-02,Inactive,101182,Name_101182,Female,Millennials,2013-01-01,2014-02-11,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,Above 35,36 T0 40,100076,Name_100076,E,,AO,13.0
2014-02-15,2014-02,101177_2014-02,Inactive,101177,Name_101177,Female,Millennials,2012-11-01,2014-01-31,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,Below 30,26 To 30,100121,Name_100121,E,,AO,14.0
2014-02-15,2014-02,101154_2014-02,Inactive,101154,Name_101154,Male,Millennials,2011-11-01,2014-02-11,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100076,Name_100076,E,,AO,27.0
2014-02-15,2014-02,100353_2014-02,Inactive,100353,Name_100353,Male,Millennials,2013-06-01,2014-01-16,VOLUNTARY,Voluntary Termination,Not Suitable Job for the Skills,Junior,Bengaluru,Below 30,26 To 30,102378,Name_102378,E,,CQ,7.0
2014-03-15,2014-03,100300_2014-03,Inactive,100300,Name_100300,Female,Gen X,2010-11-01,2014-03-04,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Above 35,36 T0 40,100024,Name_100024,E,,AI,40.0
2014-03-15,2014-03,100861_2014-03,Inactive,100861,Name_100861,Male,Millennials,2010-08-01,2014-02-25,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100679,Name_100679,E,,AI,42.0
2014-03-15,2014-03,100662_2014-03,Inactive,100662,Name_100662,Female,Millennials,2010-11-01,2014-03-08,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,26 To 30,100633,Name_100633,E,,AI,40.0
2014-03-15,2014-03,101053_2014-03,Inactive,101053,Name_101053,Male,Gen X,2008-03-01,2014-03-11,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,41 T0 45,101059,Name_101059,E,,CD,72.0
2014-03-15,2014-03,101272_2014-03,Inactive,101272,Name_101272,Male,Gen X,2012-11-01,2014-03-15,VOLUNTARY,Voluntary Termination,Work Stress,Mid,Chennai,Above 35,36 T0 40,101252,Name_101252,E,,BP,16.0
2014-03-15,2014-03,100147_2014-03,Inactive,100147,Name_100147,Female,Millennials,2010-10-01,2014-02-25,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,Below 30,26 To 30,101545,Name_101545,E,,BF,40.0
2014-04-15,2014-04,100727_2014-04,Inactive,100727,Name_100727,Female,Millennials,2008-01-01,2014-03-16,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,26 To 30,100633,Name_100633,E,,AI,74.0
2014-04-15,2014-04,100802_2014-04,Inactive,100802,Name_100802,Male,Millennials,2005-10-01,2014-03-21,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,31 To 35,100635,Name_100635,E,,AI,101.0
2014-04-15,2014-04,101202_2014-04,Inactive,101202,Name_101202,Male,Millennials,2013-10-01,2014-03-16,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Below 30,21 To 25,100121,Name_100121,E,,AO,5.0
2014-04-15,2014-04,101276_2014-04,Inactive,101276,Name_101276,Male,Gen X,2010-10-01,2014-03-30,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Chennai,Above 35,41 T0 45,101252,Name_101252,E,,BP,41.0
2014-04-15,2014-04,101522_2014-04,Inactive,101522,Name_101522,Female,Millennials,2007-06-01,2014-04-06,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,26 To 30,101492,Name_101492,E,,BF,82.0
2014-04-15,2014-04,101609_2014-04,Inactive,101609,Name_101609,Male,Millennials,2013-01-01,2014-04-06,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,26 To 30,101584,Name_101584,E,,AS,15.0
2014-05-15,2014-05,100313_2014-05,Inactive,100313,Name_100313,Female,Millennials,2012-03-01,2014-05-11,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,31 To 35,100296,Name_100296,E,,AX,26.0
2014-05-15,2014-05,100417_2014-05,Inactive,100417,Name_100417,Male,Gen X,2011-05-01,2014-04-23,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,100439,Name_100439,E,,AD,35.0
2014-05-15,2014-05,100506_2014-05,Inactive,100506,Name_100506,Male,Millennials,2011-10-01,2014-05-11,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,100504,Name_100504,E,,AZ,31.0
2014-05-15,2014-05,100505_2014-05,Inactive,100505,Name_100505,Male,Millennials,2005-09-01,2014-04-16,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Above 35,36 T0 40,100504,Name_100504,E,,AZ,103.0
2014-05-15,2014-05,100940_2014-05,Inactive,100940,Name_100940,Male,Millennials,2012-10-01,2014-04-18,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,100024,Name_100024,E,,AI,18.0
2014-05-15,2014-05,100494_2014-05,Inactive,100494,Name_100494,Male,Millennials,2010-02-01,2014-04-25,VOLUNTARY,Voluntary Termination,Miscellaneous,Mid,Bengaluru,31 to 35,31 To 35,100076,Name_100076,E,,AO,50.0
2014-06-12,2014-06,100358_2014-06,Inactive,100358,Name_100358,Male,Millennials,2011-03-01,2014-05-16,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,100354,Name_100354,E,,AD,38.0
2014-06-12,2014-06,101018_2014-06,Inactive,101018,Name_101018,Female,Millennials,2014-02-01,2014-06-07,VOLUNTARY,Voluntary Termination,Miscellaneous,Junior,Bengaluru,31 to 35,26 To 30,100745,Name_100745,E,,AI,4.0
2014-06-12,2014-06,101161_2014-06,Inactive,101161,Name_101161,Male,Gen X,2002-08-01,2014-05-24,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,41 T0 45,101164,Name_101164,E,,DJ,141.0
2014-06-12,2014-06,101145_2014-06,Inactive,101145,Name_101145,Male,Millennials,2011-06-01,2014-05-16,VOLUNTARY,Voluntary Termination,Not Suitable Job for the Skills,Junior,Bengaluru,31 to 35,31 To 35,101200,Name_101200,E,,DJ,35.0
2014-06-12,2014-06,100227_2014-06,Inactive,100227,Name_100227,Female,Millennials,2012-02-01,2014-06-05,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101492,Name_101492,E,,BF,28.0
2014-07-15,2014-07,100431_2014-07,Inactive,100431,Name_100431,Female,Gen X,2012-11-01,2014-07-01,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100439,Name_100439,E,,AD,20.0
2014-07-15,2014-07,101825_2014-07,Inactive,101825,Name_101825,Male,Gen X,2006-12-01,2014-06-16,VOLUNTARY,Voluntary Termination,Salary Hike,Senior,Vadodara,Above 35,41 T0 45,102592,Name_102592,E,,AD,90.0
2014-07-15,2014-07,100566_2014-07,Inactive,100566,Name_100566,Female,Millennials,2009-06-01,2014-07-15,VOLUNTARY,Voluntary Termination,Miscellaneous,Mid,Pune,31 to 35,31 To 35,100568,Name_100568,E,,BR,61.0
2014-07-15,2014-07,100942_2014-07,Inactive,100942,Name_100942,Male,Millennials,2012-10-01,2014-07-15,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,100745,Name_100745,E,,AI,21.0
2014-07-15,2014-07,100770_2014-07,Inactive,100770,Name_100770,Male,Millennials,2006-10-01,2014-06-16,VOLUNTARY,Voluntary Termination,Higher Studies,Mid,Bengaluru,31 to 35,26 To 30,102433,Name_102433,E,,AI,92.0
2014-07-15,2014-07,101236_2014-07,Inactive,101236,Name_101236,Male,Gen X,2010-07-01,2014-06-24,VOLUNTARY,Voluntary Termination,Relocation to Native,Senior,Chennai,Above 35,46 T0 50,101254,Name_101254,E,,BP,47.0
2014-07-15,2014-07,101400_2014-07,Inactive,101400,Name_101400,Male,Millennials,2012-10-01,2014-07-08,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101412,Name_101412,E,,CV,21.0
2014-07-15,2014-07,100128_2014-07,Inactive,100128,Name_100128,Male,Millennials,2010-09-01,2014-06-24,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,100178,Name_100178,E,,BF,45.0
2014-08-14,2014-08,100839_2014-08,Inactive,100839,Name_100839,Male,Gen X,2003-09-01,2014-08-04,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,100854,Name_100854,E,,AI,131.0
2014-08-14,2014-08,101606_2014-08,Inactive,101606,Name_101606,Male,Millennials,2008-08-01,2014-07-28,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,31 to 35,31 To 35,101616,Name_101616,E,,AS,71.0
2014-08-14,2014-08,101587_2014-08,Inactive,101587,Name_101587,Male,Millennials,2006-07-01,2014-08-02,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,31 To 35,101591,Name_101591,E,,AS,97.0
2014-08-14,2014-08,101725_2014-08,Inactive,101725,Name_101725,Female,Gen X,2011-12-01,2014-07-28,VOLUNTARY,Voluntary Termination,Career Growth,Senior,Bengaluru,Above 35,51 T0 55,102611,Name_102611,E,,AY,31.0
2014-08-14,2014-08,101684_2014-08,Inactive,101684,Name_101684,Male,Millennials,2005-09-01,2014-07-21,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,31 to 35,31 To 35,101693,Name_101693,E,,AY,106.0
2014-09-15,2014-09,100579_2014-09,Inactive,100579,Name_100579,Male,Millennials,2011-04-01,2014-08-16,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,100583,Name_100583,E,,BT,40.0
2014-09-15,2014-09,100634_2014-09,Inactive,100634,Name_100634,Female,Millennials,2001-11-01,2014-09-02,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,31 To 35,100607,Name_100607,E,,AI,154.0
2014-09-15,2014-09,100929_2014-09,Inactive,100929,Name_100929,Male,Millennials,2012-08-01,2014-08-16,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100629,Name_100629,E,,AI,24.0
2014-09-15,2014-09,100881_2014-09,Inactive,100881,Name_100881,Male,Millennials,2011-09-01,2014-08-16,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,100754,Name_100754,E,,AI,35.0
2014-09-15,2014-09,101050_2014-09,Inactive,101050,Name_101050,Female,Millennials,2009-09-01,2014-09-02,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,26 To 30,101056,Name_101056,E,,CD,60.0
2014-09-15,2014-09,100215_2014-09,Inactive,100215,Name_100215,Male,Millennials,2011-10-01,2014-09-13,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,21 To 25,100188,Name_100188,E,,BF,35.0
2014-09-15,2014-09,101537_2014-09,Inactive,101537,Name_101537,Female,Millennials,2011-05-01,2014-09-12,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,26 To 30,101545,Name_101545,E,,BF,40.0
2014-09-15,2014-09,100151_2014-09,Inactive,100151,Name_100151,Female,Millennials,2008-02-01,2014-08-31,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,31 To 35,100179,Name_100179,E,,BF,78.0
2014-10-15,2014-10,100448_2014-10,Inactive,100448,Name_100448,Male,Millennials,2013-08-01,2014-10-12,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,100611,Name_100611,E,,AD,14.0
2014-10-15,2014-10,100966_2014-10,Inactive,100966,Name_100966,Female,Gen X,2013-03-01,2014-09-16,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Above 35,46 T0 50,100743,Name_100743,E,,AI,18.0
2014-10-15,2014-10,101393_2014-10,Inactive,101393,Name_101393,Male,Millennials,2013-03-01,2014-09-23,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101424,Name_101424,E,,CV,18.0
2014-10-15,2014-10,101554_2014-10,Inactive,101554,Name_101554,Female,Millennials,2012-10-01,2014-10-11,VOLUNTARY,Voluntary Termination,Marriage,Junior,Bengaluru,31 to 35,26 To 30,101544,Name_101544,E,,BF,24.0
2014-10-15,2014-10,100237_2014-10,Inactive,100237,Name_100237,Male,Millennials,2012-08-01,2014-09-19,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,101494,Name_101494,E,,BF,25.0
2014-10-15,2014-10,101531_2014-10,Inactive,101531,Name_101531,Female,Millennials,2007-04-01,2014-09-16,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,31 To 35,101492,Name_101492,E,,BF,89.0
2014-11-15,2014-11,100321_2014-11,Inactive,100321,Name_100321,Male,Millennials,2012-10-01,2014-10-21,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,21 To 25,100350,Name_100350,E,,AX,24.0
2014-11-15,2014-11,100322_2014-11,Inactive,100322,Name_100322,Male,Millennials,2012-11-01,2014-10-31,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,100350,Name_100350,E,,AX,23.0
2014-11-15,2014-11,100979_2014-11,Inactive,100979,Name_100979,Male,Millennials,2013-06-01,2014-10-28,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,21 To 25,100745,Name_100745,E,,AI,16.0
2014-11-15,2014-11,100671_2014-11,Inactive,100671,Name_100671,Male,Millennials,2010-10-01,2014-10-21,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,100745,Name_100745,E,,AI,48.0
2014-11-15,2014-11,100952_2014-11,Inactive,100952,Name_100952,Male,Millennials,2012-10-01,2014-11-04,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100607,Name_100607,E,,AI,25.0
2014-11-15,2014-11,101420_2014-11,Inactive,101420,Name_101420,Male,Millennials,2008-04-01,2014-11-04,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,Above 35,36 T0 40,101430,Name_101430,E,,CV,79.0
2014-11-15,2014-11,101503_2014-11,Inactive,101503,Name_101503,Female,Millennials,2011-12-01,2014-10-17,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,26 To 30,101525,Name_101525,E,,BF,34.0
2014-11-15,2014-11,100259_2014-11,Inactive,100259,Name_100259,Male,Millennials,2007-05-01,2014-11-02,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101492,Name_101492,E,,BF,90.0
2014-11-15,2014-11,100188_2014-11,Inactive,100188,Name_100188,Female,Gen X,2004-10-01,2014-11-11,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101540,Name_101540,E,,BF,121.0
2014-11-15,2014-11,101576_2014-11,Inactive,101576,Name_101576,Male,Millennials,2009-07-01,2014-11-14,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,101568,Name_101568,E,,AS,64.0
2014-11-15,2014-11,101724_2014-11,Inactive,101724,Name_101724,Male,Millennials,2012-01-01,2014-11-09,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,101645,Name_101645,E,,AY,34.0
2014-12-15,2014-12,101873_2014-12,Inactive,101873,Name_101873,Female,Millennials,2014-10-01,2014-12-15,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,21 To 25,100416,Name_100416,E,,AD,2.0
2014-12-15,2014-12,100366_2014-12,Inactive,100366,Name_100366,Male,Gen X,2009-08-01,2014-12-09,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100395,Name_100395,E,,AD,64.0
2014-12-15,2014-12,100517_2014-12,Inactive,100517,Name_100517,Female,Millennials,2005-10-01,2014-12-13,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,100514,Name_100514,E,,BM,110.0
2014-12-15,2014-12,100118_2014-12,Inactive,100118,Name_100118,Male,Gen X,2002-12-01,2014-12-09,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101224,Name_101224,E,,BO,144.0
2014-12-15,2014-12,100656_2014-12,Inactive,100656,Name_100656,Female,Millennials,2010-10-01,2014-11-16,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,21 To 25,100605,Name_100605,E,,AI,49.0
2014-12-15,2014-12,100705_2014-12,Inactive,100705,Name_100705,Female,Millennials,2009-09-01,2014-12-06,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100981,Name_100981,E,,AI,63.0
2014-12-15,2014-12,101193_2014-12,Inactive,101193,Name_101193,Male,Millennials,2013-07-01,2014-11-22,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101180,Name_101180,E,,DJ,16.0
2014-12-15,2014-12,101326_2014-12,Inactive,101326,Name_101326,Male,Millennials,2005-07-01,2014-11-29,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Hyderabad,Above 35,36 T0 40,100591,Name_100591,E,,AP,112.0
2014-12-15,2014-12,101436_2014-12,Inactive,101436,Name_101436,Male,Millennials,2004-03-01,2014-11-25,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101413,Name_101413,E,,CV,128.0
2014-12-15,2014-12,101548_2014-12,Inactive,101548,Name_101548,Female,Millennials,2012-06-01,2014-12-09,VOLUNTARY,Voluntary Termination,Marriage,Junior,Bengaluru,31 to 35,26 To 30,101494,Name_101494,E,,BF,30.0
2014-12-15,2014-12,101702_2014-12,Inactive,101702,Name_101702,Male,Gen X,2000-06-01,2014-11-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,41 T0 45,102634,Name_102634,E,,AY,173.0
2015-01-14,2015-01,100304_2015-01,Inactive,100304,Name_100304,Male,Millennials,2011-09-01,2015-01-10,VOLUNTARY,Voluntary Termination,Not Interested in JOB,Junior,Bengaluru,31 to 35,26 To 30,100350,Name_100350,E,,AX,40.0
2015-01-14,2015-01,100907_2015-01,Inactive,100907,Name_100907,Female,Millennials,2012-03-01,2015-01-03,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,100024,Name_100024,E,,AI,34.0
2015-01-14,2015-01,100854_2015-01,Inactive,100854,Name_100854,Male,Gen X,2011-05-01,2014-12-16,VOLUNTARY,Voluntary Termination,Personal Reason,Senior,Bengaluru,Above 35,51 T0 55,102324,Name_102324,E,,AI,43.0
2015-01-14,2015-01,100678_2015-01,Inactive,100678,Name_100678,Female,Millennials,2011-01-01,2015-01-12,VOLUNTARY,Voluntary Termination,Marriage,Junior,Bengaluru,31 to 35,26 To 30,100667,Name_100667,E,,AI,48.0
2015-01-14,2015-01,101397_2015-01,Inactive,101397,Name_101397,Female,Millennials,2012-12-01,2014-12-22,VOLUNTARY,Voluntary Termination,Health Issues,Mid,Bengaluru,Above 35,36 T0 40,101413,Name_101413,E,,CV,24.0
2015-01-14,2015-01,100216_2015-01,Inactive,100216,Name_100216,Female,Millennials,2011-10-01,2014-12-26,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,31 to 35,26 To 30,101544,Name_101544,E,,BF,38.0
2015-01-14,2015-01,100175_2015-01,Inactive,100175,Name_100175,Male,Millennials,2006-04-01,2015-01-05,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,101544,Name_101544,E,,BF,105.0
2015-02-15,2015-02,100521_2015-02,Inactive,100521,Name_100521,Male,Millennials,2012-08-01,2015-01-27,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100514,Name_100514,E,,BM,29.0
2015-02-15,2015-02,100921_2015-02,Inactive,100921,Name_100921,Male,Millennials,2012-05-01,2015-01-23,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,31 To 35,100754,Name_100754,E,,AI,32.0
2015-02-15,2015-02,101203_2015-02,Inactive,101203,Name_101203,Female,Millennials,2013-10-01,2015-01-27,VOLUNTARY,Voluntary Termination,Marriage,Junior,Bengaluru,31 to 35,21 To 25,101200,Name_101200,E,,DJ,15.0
2015-02-15,2015-02,100709_2015-02,Inactive,100709,Name_100709,Male,Millennials,2008-08-01,2015-01-16,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101693,Name_101693,E,,AY,77.0
2015-03-15,2015-03,100337_2015-03,Inactive,100337,Name_100337,Male,Millennials,2013-10-01,2015-03-14,VOLUNTARY,Voluntary Termination,Relocation to Native,Mid,Bengaluru,31 to 35,31 To 35,100291,Name_100291,E,,AX,17.0
2015-03-15,2015-03,100264_2015-03,Inactive,100264,Name_100264,Female,Millennials,2011-01-01,2015-03-06,VOLUNTARY,Voluntary Termination,Family Problems,Mid,Bengaluru,Above 35,36 T0 40,100296,Name_100296,E,,AX,50.0
2015-03-15,2015-03,100460_2015-03,Inactive,100460,Name_100460,Male,Millennials,2014-02-01,2015-03-07,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100395,Name_100395,E,,AD,13.0
2015-03-15,2015-03,100531_2015-03,Inactive,100531,Name_100531,Male,Millennials,2013-07-01,2015-03-14,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,100515,Name_100515,E,,BM,20.0
2015-03-15,2015-03,101641_2015-03,Inactive,101641,Name_101641,Male,Gen X,1999-05-01,2015-03-03,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,41 T0 45,102324,Name_102324,E,,AI,190.0
2015-03-15,2015-03,101968_2015-03,Inactive,101968,Name_101968,Male,Millennials,2014-07-01,2015-02-24,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Chennai,Above 35,36 T0 40,101251,Name_101251,E,,BP,7.0
2015-03-15,2015-03,101561_2015-03,Inactive,101561,Name_101561,Male,Millennials,2013-06-01,2015-03-14,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,101491,Name_101491,E,,BF,21.0
2015-03-15,2015-03,101688_2015-03,Inactive,101688,Name_101688,Male,Gen X,2003-05-01,2015-02-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,51 T0 55,101701,Name_101701,E,,AY,141.0
2015-04-15,2015-04,100064_2015-04,Inactive,100064,Name_100064,Male,Gen X,2006-08-01,2015-03-26,VOLUNTARY,Voluntary Termination,Family Problems,Mid,Bengaluru,Above 35,46 T0 50,102586,Name_102586,E,,AH,103.0
2015-04-15,2015-04,101875_2015-04,Inactive,101875,Name_101875,Female,Millennials,2014-11-01,2015-04-09,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100416,Name_100416,E,,AD,5.0
2015-04-15,2015-04,100534_2015-04,Inactive,100534,Name_100534,Male,Millennials,2013-09-01,2015-04-05,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,100515,Name_100515,E,,BM,19.0
2015-04-15,2015-04,100836_2015-04,Inactive,100836,Name_100836,Male,Gen X,2003-08-01,2015-04-01,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,100605,Name_100605,E,,AI,140.0
2015-04-15,2015-04,100866_2015-04,Inactive,100866,Name_100866,Female,Millennials,2005-10-01,2015-03-18,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,100726,Name_100726,E,,AI,113.0
2015-04-15,2015-04,101977_2015-04,Inactive,101977,Name_101977,Female,Gen Z,2014-10-01,2015-04-05,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,31 to 35,21 To 25,101413,Name_101413,E,,CV,6.0
2015-05-15,2015-05,101753_2015-05,Inactive,101753,Name_101753,Male,Millennials,2009-05-01,2015-04-26,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Gujarath,31 to 35,31 To 35,101743,Name_101743,E,,DG,71.0
2015-05-15,2015-05,100015_2015-05,Inactive,100015,Name_100015,Male,Gen X,2002-09-01,2015-05-03,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100017,Name_100017,E,,AB,152.0
2015-05-15,2015-05,100944_2015-05,Inactive,100944,Name_100944,Male,Millennials,2012-10-01,2015-04-24,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,21 To 25,100904,Name_100904,E,,AF,30.0
2015-05-15,2015-05,100350_2015-05,Inactive,100350,Name_100350,Male,Gen X,2014-02-01,2015-05-03,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,100332,Name_100332,E,,AX,15.0
2015-05-15,2015-05,100416_2015-05,Inactive,100416,Name_100416,Male,Gen X,1999-05-01,2015-05-07,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,46 T0 50,100439,Name_100439,E,,AD,192.0
2015-05-15,2015-05,100120_2015-05,Inactive,100120,Name_100120,Male,Millennials,2012-04-01,2015-05-03,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101224,Name_101224,E,,BO,37.0
2015-05-15,2015-05,101004_2015-05,Inactive,101004,Name_101004,Male,Millennials,2013-11-01,2015-04-24,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,100941,Name_100941,E,,AI,17.0
2015-05-15,2015-05,100773_2015-05,Inactive,100773,Name_100773,Male,Gen X,2006-10-01,2015-04-18,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,41 T0 45,100754,Name_100754,E,,AI,102.0
